,StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2_1,Q18_First.Click,Q18_Last.Click,Q18_Page.Submit,Q18_Click.Count,Q17_First.Click,Q17_Last.Click,Q17_Page.Submit,Q17_Click.Count,Earthquake_trial,Earthquake_trial_t_First.Click,Earthquake_trial_t_Last.Click,Earthquake_trial_t_Page.Submit,Earthquake_trial_t_Click.Count,Tornado_trial,Tornado_trial_t_First.Click,Tornado_trial_t_Last.Click,Tornado_trial_t_Page.Submit,Tornado_trial_t_Click.Count,Fastfood_trial,Fastfood_trial_t_First.Click,Fastfood_trial_t_Last.Click,Fastfood_trial_t_Page.Submit,Fastfood_trial_t_Click.Count,Marine_trial,Marine_trial_t_First.Click,Marine_trial_t_Last.Click,Marine_trial_t_Page.Submit,Marine_trial_t_Click.Count,Police_trial,Police_trial_t_First.Click,Police_trial_t_Last.Click,Police_trial_t_Page.Submit,Police_trial_t_Click.Count,Mugging_trial,Mugging_trial_t_First.Click,Mugging_trial_t_Last.Click,Mugging_trial_t_Page.Submit,Mugging_trial_t_Click.Count,Crushed_trial,Crushed_trial_t_First.Click,Crushed_trial_t_Last.Click,Crushed_trial_t_Page.Submit,Crushed_trial_t_Click.Count,Dysentery_trial,Dysentery_trial_t_First.Click,Dysentery_trial_t_Last.Click,Dysentery_trial_t_Page.Submit,Dysentery_trial_t_Click.Count,Cancer_trial,Cancer_trial_t_First.Click,Cancer_trial_t_Last.Click,Cancer_trial_t_Page.Submit,Cancer_trial_t_Click.Count,Drunk_trial,Drunk_trial_t_First.Click,Drunk_trial_t_Last.Click,Drunk_trial_t_Page.Submit,Drunk_trial_t_Click.Count,Football_trial,Football_trial_t_First.Click,Football_trial_t_Last.Click,Football_trial_t_Page.Submit,Football_trial_t_Click.Count,Check_trial,Check_trial_t_First.Click,Check_trial_t_Last.Click,Check_trial_t_Page.Submit,Check_trial_t_Click.Count,Heater_trial,Heater_trial_t_First.Click,Heater_trial_t_Last.Click,Heater_trial_t_Page.Submit,Heater_trial_t_Click.Count,flattire_trial,flattire_trial_t_First.Click,flattire_trial_t_Last.Click,flattire_trial_t_Page.Submit,flattire_trial_t_Click.Count,clerk_trial,clerk_trial_t_First.Click,clerk_trial_t_Last.Click,clerk_trial_t_Page.Submit,clerk_trial_t_Click.Count,corruption_trial,corruption_trial_t_First.Click,corruption_trial_t_Last.Click,corruption_trial_t_Page.Submit,corruption_trial_t_Click.Count,rape_trial,rape_trial_t_First.Click,rape_trial_t_Last.Click,rape_trial_t_Page.Submit,rape_trial_t_Click.Count,NoDiff1_trial,NoDiff1_trial_t_First.Click,NoDiff1_trial_t_Last.Click,NoDiff1_trial_t_Page.Submit,NoDiff1_trial_t_Click.Count,NoDiff2_trial,NoDiff2_trial_t_First.Click,NoDiff2_trial_t_Last.Click,NoDiff2_trial_t_Page.Submit,NoDiff2_trial_t_Click.Count,NoDiff3_trial,NoDiff3_trial_t_First.Click,NoDiff3_trial_t_Last.Click,NoDiff3_trial_t_Page.Submit,NoDiff3_trial_t_Click.Count,NoDiff4_trial,NoDiff4_trial_t_First.Click,NoDiff4_trial_t_Last.Click,NoDiff4_trial_t_Page.Submit,NoDiff4_trial_t_Click.Count,NoDiff5_trial,NoDiff5_trial_t_First.Click,NoDiff5_trial_t_Last.Click,NoDiff5_trial_t_Page.Submit,NoDiff5_trial_t_Click.Count,BigDiff1_trial,BigDiff1_trial_t_First.Click,BigDiff1_trial_t_Last.Click,BigDiff1_trial_t_Page.Submit,BigDiff1_trial_t_Click.Count,BigDiff2_trial,BigDiff2_trial_t_First.Click,BigDiff2_trial_t_Last.Click,BigDiff2_trial_t_Page.Submit,BigDiff2_trial_t_Click.Count,BigDiff3_trial,BigDiff3_trial_t_First.Click,BigDiff3_trial_t_Last.Click,BigDiff3_trial_t_Page.Submit,BigDiff3_trial_t_Click.Count,BigDiff4_trial,BigDiff4_trial_t_First.Click,BigDiff4_trial_t_Last.Click,BigDiff4_trial_t_Page.Submit,BigDiff4_trial_t_Click.Count,BigDiff5_trial,BigDiff5_trial_t_First.Click,BigDiff5_trial_t_Last.Click,BigDiff5_trial_t_Page.Submit,BigDiff5_trial_t_Click.Count,why,thoughts,sex,age,attn,workerId,assignmentId,hitId
64,3/29/18 9:12,3/29/18 9:19,0,ce201712325e9799,100,446,1,3/29/18 9:19,R_1JK0cSpgebEV318,,,,,25.49,-80.42,anonymous,EN,1,3.659,3.659,3.771,1,0,0,8.163,0,0,3.493,3.501,3.793,2,1,2.976,2.985,3.559,2,1,4.978,4.986,5.448,2,1,8.385,11.161,11.179,5,0,9.862,9.869,10.253,2,1,2.823,2.853,3.312,2,1,7.876,7.891,8.761,2,0,6.84,6.855,9.428,2,0,5.923,5.939,6.178,2,1,5.386,5.397,6.381,2,1,4.478,4.491,5.356,2,0,2.67,2.679,3.321,2,1,9.123,9.134,12.697,2,1,11.556,11.983,11.996,3,0,10.058,11.592,11.603,3,1,6.088,6.459,6.475,3,0,3.647,3.661,4.052,2,1,7.609,7.977,7.99,3,0,6.432,6.774,6.807,3,0,6.666,7.146,7.173,3,1,2.677,2.69,3.3,2,0,6.734,8.436,8.478,3,0,1.825,8.677,9.44,3,1,7.931,7.946,8.339,2,0,4.05,4.064,9.081,2,0,3.628,3.641,4.728,2,1,3.753,3.761,4.127,2,"Some of the events presented were extremely similar but one minor detail that seemed arbitrary, actually swayed my view completely. I could sense this as well , my answer being swayed. Ultimately I answered what I thought was worse, even if it includes my awareness of my answered being swayed by a minor detail. ",no,1,20,1,6cb8bd56414b3086,3F6HPJW4JEOYIBGWUM0T64ESHNDW2Y,375VSR8FVWXHT64SUXU0HWKX8HRZRN
65,3/29/18 9:14,3/29/18 9:19,0,a02ddd2e3a60a6d1,100,295,1,3/29/18 9:19,R_124DUWc7ptEsUhX,,,,,39.92,-75.42,anonymous,EN,1,6.764,6.764,7.223,1,0,0,20.411,0,1,2.161,2.161,2.913,1,1,3.216,3.216,3.903,1,0,5.498,5.498,6.163,1,1,3.323,3.323,3.956,1,1,0.707,0.707,3.383,1,1,1.584,1.584,2.262,1,0,6.287,6.287,8.825,1,0,1.878,2.704,3.252,3,1,2.784,3.515,4.149,2,0,0.571,3.839,4.385,2,1,3.396,3.396,4.077,1,0,1.386,1.386,2.148,1,1,2.984,7.081,7.625,3,1,2.735,4.281,4.902,2,1,2.811,2.811,3.564,1,0,6.238,6.238,6.999,1,1,3.235,4.183,4.913,3,1,1.784,1.784,2.466,1,1,4.113,4.113,4.955,1,0,2.52,3.193,3.716,2,1,2.92,2.92,3.809,1,1,14.496,14.496,15.808,1,0,1.525,1.525,2.696,1,0,3.1,3.1,5.826,1,1,4.111,4.397,5.129,2,0,1.794,3.27,3.805,2,1,1.607,1.607,2.305,1,I thought about what shocked me more,no,2,30,1,ba012f4f9f5681c5,3S96KQ6I9NSTT4AIW6FZF3YXAKKTDE,3DFYDSXB2WOJ9JR5G5MJYDJRWIIUJ1
66,3/29/18 9:13,3/29/18 9:19,0,569b758386a22f3b,100,410,1,3/29/18 9:19,R_10NrvOufZO3kuUa,,,,,45.67,-122.47,anonymous,EN,1,0,0,4.107,0,0,0,9.224,0,0,6.917,6.917,7.821,1,0,6.178,6.178,7.202,1,0,5.768,5.768,6.688,1,0,14.023,14.023,14.809,1,0,13.151,13.151,13.958,1,0,6.019,6.019,6.81,1,0,8.006,8.006,9.102,1,0,6.485,6.485,7.277,1,0,7.193,7.193,8.266,1,0,7.835,7.835,8.635,1,0,13.354,13.354,14.658,1,0,5.614,5.614,8.183,1,1,11.388,11.388,12.219,1,1,14.165,14.165,15.422,1,1,5.474,5.474,6.483,1,1,6.552,6.552,7.207,1,1,6.183,6.183,7.296,1,0,14.475,14.475,15.611,1,1,5.384,5.384,7.288,1,0,9.547,9.547,10.131,1,1,16.963,16.963,17.764,1,1,9.533,9.533,10.732,1,0,6.581,6.581,7.819,1,0,9.842,9.842,10.881,1,0,15.581,15.581,16.733,1,0,7.219,7.219,9.746,1,1,12.349,12.349,13.532,1,Tended to pick the one least expected to happen.,no,1,55,1,8476aa6f467bb987,3Z3ZLGNNSJIIJWGTMDFSXP1YZ0X3QD,3VMHWJRYHV4VLLZ42K6L3MQ3XTIXFT
67,3/29/18 9:15,3/29/18 9:19,0,0c414950697b2aa4,100,271,1,3/29/18 9:19,R_31QLGWDQpikL0we,,,,,33.96,-118.27,anonymous,EN,1,0,0,3.944,0,0,0,6.133,0,0,2.244,2.257,3.454,2,0,5.186,5.204,5.495,2,1,5.369,5.616,5.638,3,0,5.466,5.484,5.811,2,1,8.362,8.375,8.702,2,0,4.722,4.743,4.976,2,0,5.438,5.453,6.985,2,0,4.533,4.548,4.755,2,1,4.147,4.164,4.58,2,1,3.339,3.353,3.65,2,1,4.62,4.634,4.901,2,0,3.55,3.571,5.142,2,1,10.01,10.308,11.069,3,1,6.28,6.481,6.92,3,1,4.303,4.604,4.622,3,1,9.31,9.321,9.591,2,1,3.627,3.645,3.924,2,1,2.922,2.936,3.21,2,1,3.332,3.345,4.29,2,1,8.749,8.761,9.082,2,0,3.306,3.607,3.639,3,1,7.085,7.104,8.309,2,0,2.965,2.979,3.23,2,0,4.325,5.296,5.863,4,1,5.152,5.166,6.523,2,0,2.788,2.801,3.063,2,1,3.57,3.592,3.822,2,In the events I tried to think of the impact it would have not only on the person but also on the community around them.,No,2,26,1,3a267c88ad1491b2,3U0SRXB7CETPZ1O3HBO7BT9903QRNI,3W3RSPVVGSFP49F5JQYWESWJ07NUL3
68,3/29/18 9:13,3/29/18 9:19,0,c2648ed9c034a44f,100,393,1,3/29/18 9:19,R_12PRKFdCwlQkCnx,,,,,42.89,-78.88,anonymous,EN,1,0,0,6.432,0,6.883,6.883,7.527,1,1,8.431,24.308,26.5,2,1,51.699,51.699,53.078,1,1,2.239,2.239,4.13,1,0,9.98,9.98,11.751,1,0,2.029,2.029,3.649,1,1,6.743,6.743,8.083,1,1,1.552,1.552,3.14,1,1,10.537,10.537,12.111,1,0,0.83,0.83,1.996,1,0,1.527,1.527,3.107,1,0,14.483,14.483,16.142,1,0,5.107,5.107,6.305,1,1,1.451,1.451,4.698,1,1,1.675,1.675,3.36,1,1,2.124,2.124,3.353,1,0,1.153,1.153,2.679,1,0,6.3,6.3,9.24,1,1,1.337,2.899,4.168,2,1,1.222,1.222,2.777,1,0,1.669,1.669,2.759,1,1,6.934,6.934,8.19,1,0,3.826,3.826,5.278,1,1,0.996,0.996,22.626,1,0,6.784,6.784,8.863,1,1,8.022,8.022,9.731,1,0,9.952,9.952,11.378,1,0,1.476,1.476,2.732,1,The question are good for the life,,1,69,0,be1f9b2c8e70191a,369J354OFEYQ3Q9X2J8EAE9G34Q6GR,3FDWKV9VCNQ9ARXQJ2ZBE5B80CDUM5
69,3/29/18 9:14,3/29/18 9:19,0,78a9f2ddc323c840,100,320,1,3/29/18 9:19,R_a9nWU3euKJdJzeF,,,,,39.91,-75.33,anonymous,EN,1,0,0,4.306,0,0,0,5.799,0,0,4.401,4.401,5.216,1,1,8.501,8.501,9.524,1,0,5.671,5.671,6.381,1,0,7.935,7.935,8.725,1,0,12.971,12.971,13.993,1,0,3.163,3.163,4.153,1,0,6.203,6.203,7.058,1,0,9.275,9.307,10.233,2,0,6.385,6.385,7.735,1,0,4.462,4.462,6.453,1,1,6.287,6.287,7.157,1,0,4.066,4.066,5.712,1,0,9.423,11.127,12.149,2,1,9.659,11.61,12.449,2,1,4.694,4.694,5.781,1,1,14.418,14.418,15.633,1,1,3.909,3.909,4.668,1,0,10.397,10.397,11.563,1,0,5.928,5.928,6.766,1,0,6.073,6.073,7.208,1,1,3.71,3.71,4.597,1,0,6.706,6.706,8.135,1,0,3.3,3.3,4.202,1,0,6.878,6.878,7.637,1,1,7.198,7.198,8.485,1,0,3.922,4.89,5.289,2,1,3.868,3.868,4.658,1,"Some were even, but I had to choose only one. I chose the one that felt sadder and had a larger emotional impact on my mind.",No,1,30,1,5d1ee89fc22180a9,3NAPMVF0ZX3JSWFVMESHEOFBOW5273,3DQYSJDTYLZ3F7Z879MFL453LS3XEB
70,3/29/18 9:14,3/29/18 9:20,0,e4765a7883cfa4fd,100,359,1,3/29/18 9:20,R_32002MK7n3C838T,,,,,39.87,-74.25,anonymous,EN,1,0,0,5.186,0,0,0,7.388,0,1,4.368,4.368,5.57,1,1,3.925,3.925,4.812,1,0,5.228,5.228,6.138,1,0,6.61,6.61,7.572,1,1,7.811,7.811,8.844,1,0,4.419,4.419,5.326,1,0,2.885,2.885,3.886,1,0,5.264,5.264,6.307,1,0,3.953,3.953,5.03,1,0,3.282,3.282,4.391,1,1,5.734,5.734,6.805,1,0,3.474,3.474,4.439,1,1,5.395,5.395,6.439,1,1,8.145,8.145,8.873,1,1,5.538,5.538,6.37,1,1,7.586,7.586,8.409,1,1,3.472,5.226,5.999,2,1,11.93,11.93,13.335,1,0,5.472,5.472,6.778,1,0,6.308,6.308,7.152,1,1,4.114,4.114,5.321,1,1,4.933,4.933,5.81,1,0,4.559,4.559,5.5,1,0,5.353,5.353,7.798,1,1,8.097,8.097,9.197,1,0,4.626,4.626,5.524,1,1,3.821,3.821,4.628,1,"I chose the ""not the norm"" responses for each situation.  Some of the situations were expected for that scenario.",Thanks,2,69,1,864a9260e328e9a6,3AMYWKA6YCAEV3QVQ2LMFNIIUQGO6V,3GONHBMNHVMQWQR0PPYJVXQN2USZMZ
71,3/29/18 9:12,3/29/18 9:20,0,5d238828f941a629,100,485,1,3/29/18 9:20,R_x2UK5N9MivXLvFv,,,,,30.4,-90.39,anonymous,EN,1,0,0,8.045,0,0,0,6.567,0,0,5.468,5.468,6.345,1,0,8.077,8.077,9.334,1,0,8.809,8.809,10.014,1,0,19.099,19.099,21.169,1,0,12.364,12.364,13.351,1,0,9.26,9.26,10.435,1,1,7.122,7.122,8.372,1,0,10.562,10.562,11.698,1,1,8.818,8.818,9.965,1,1,6.834,6.834,8.057,1,0,12.351,12.351,14.168,1,0,7.153,7.153,8.342,1,0,10.369,10.369,11.392,1,1,17.49,17.49,18.951,1,1,6.069,6.069,7.112,1,1,6.83,6.83,7.724,1,1,4.875,4.875,5.966,1,0,5.658,5.658,6.494,1,0,7.746,7.746,8.7,1,0,18.724,18.724,19.531,1,0,6.533,6.533,7.471,1,0,6.747,6.747,7.789,1,0,8.503,8.503,9.63,1,0,12.321,12.321,13.304,1,1,8.919,8.919,9.922,1,0,25.218,25.218,26.307,1,1,15.55,15.55,16.828,1,I just went with would upset me more,ALL WENT WELL,1,45,1,421a24118157ef88,32SVAV9L3GXQWG9CXHI67PMTVIB3A6,3G4VVJO6PZ41SYPRH4N1PMW53QQKPU
72,3/29/18 9:14,3/29/18 9:20,0,1bb523c2b939ffa3,100,359,1,3/29/18 9:20,R_3MSgWnEJo01qEzL,,,,,42.78,-96.21,anonymous,EN,1,0,0,7.94,0,0,0,8.066,0,0,7.399,7.399,8.502,1,1,7.591,7.591,8.961,1,0,1.338,1.338,2.464,1,0,2.158,2.158,7.806,1,0,2.219,2.219,3.413,1,0,3.832,3.832,4.969,1,0,2.628,2.628,5.021,1,1,1.986,1.986,3.539,1,0,8.518,10.818,13.027,2,0,1.364,1.364,2.57,1,1,12.622,12.622,14.399,1,0,6.796,6.796,8.486,1,1,8.219,8.219,10.321,1,1,2.136,2.136,3.141,1,0,3.372,3.372,4.715,1,1,17.572,17.572,19.169,1,1,4.621,4.621,8.032,1,1,4.17,4.17,5.608,1,0,3.197,3.197,5.201,1,0,11.543,11.543,12.584,1,0,4.727,4.727,5.787,1,0,2.808,2.808,3.887,1,0,7.175,9.586,11.672,2,1,3.077,6.013,7.478,2,1,6.681,6.681,15.082,1,0,4.602,5.849,7.395,2,0,4.504,4.504,5.611,1,"It was difficult to decide, but I choose according to what I felt would be worse based on my opinion alone.",Thank You and God Bless.,2,58,1,79f21a39b68be79f,31Q0U3WYDQ3C3BXZ3AS39556WQR71R,3T5ZXGO9DECHH5PSHI50C6ASCVPZQM
73,3/29/18 9:15,3/29/18 9:20,0,3c4cab6accb635e7,100,259,1,3/29/18 9:20,R_5nWoS0U6s1Wl1Dj,,,,,41.32,-111.96,anonymous,EN,1,0,0,4.09,0,0,0,5.89,0,0,3.027,3.027,3.787,1,0,2.935,2.935,3.943,1,0,4.729,4.729,5.5,1,0,9.696,9.696,10.912,1,1,7.323,7.323,8.106,1,0,8.707,10.019,10.819,2,0,3.72,3.72,4.776,1,0,3.176,3.176,3.968,1,1,3.329,3.329,4.808,1,0,3.144,3.144,4.138,1,0,5.132,5.132,6.371,1,0,8.148,8.148,9.028,1,1,8.245,8.245,9.245,1,0,7.386,7.386,8.049,1,1,4.321,4.321,5.377,1,1,3.557,4.509,5.405,2,1,4.327,4.327,5.23,1,0,2.705,2.705,3.856,1,1,6.435,6.435,7.363,1,0,5.712,5.712,6.431,1,0,3.553,3.553,4.617,1,1,4.119,4.119,5.494,1,0,5.063,5.063,6.279,1,0,6.028,7.564,8.165,2,0,6.039,6.039,7.081,1,1,9.833,9.833,10.553,1,0,4.591,4.591,5.3,1,"I think the more ""upsetting"" thing sometimes occurs in places we don't expect it to happen.",Thank you for allowing me to participate.,1,46,1,96c38810d6fd5773,3F6KKYWMNCPVYR5YZATN64S5L2ZDNY,3DFYDSXB2WOJ9JR5G5MJYDJRWIIUJ1
74,3/29/18 9:14,3/29/18 9:20,0,f654d29d0566735a,100,340,1,3/29/18 9:20,R_6JC8pXWuwmIp38J,,,,,29.74,-95.56,anonymous,EN,1,0,0,11.253,0,0,0,111.521,0,1,0.033,0.033,0.593,1,0,0.246,0.246,0.845,1,1,0.119,0.119,1.125,1,1,11.977,11.977,12.652,1,1,0.36,0.36,1.281,1,1,0.403,0.403,1.019,1,1,0.037,0.037,0.829,1,1,0.016,0.471,0.814,2,1,0.143,0.143,0.75,1,1,6.125,6.125,6.844,1,1,38.936,38.936,39.464,1,1,0,0,0.605,0,0,0.077,0.077,0.814,1,0,2.193,2.193,2.648,1,0,0.06,0.06,0.494,1,0,0.544,0.544,0.808,1,1,0.366,0.366,0.927,1,1,0.083,0.587,0.842,2,0,2.866,2.866,3.626,1,1,0.229,0.229,0.862,1,1,0.55,0.55,1.437,1,0,10.051,10.051,11.074,1,0,0.093,0.093,0.686,1,1,5.022,5.022,5.737,1,1,0.02,0.02,0.626,1,0,0.221,0.221,0.813,1,0,0.113,0.113,0.649,1,gut feeling,nope,1,24,1,af4ebce3d2409346,3EF8EXOTT2J5N6Y14JH0CVAFNLQJ19,3OYHVNTV5TMJ7YDQ24AM0MRFTLUKOD
75,3/29/18 9:14,3/29/18 9:20,0,078244ec0151431f,100,348,1,3/29/18 9:20,R_1dgfjqfHYCfEgOZ,,,,,31.9,-102.34,anonymous,EN,1,2.027,2.027,5.189,1,0,0,6.783,0,0,6.068,6.068,7.224,1,0,5.527,5.527,7.156,1,0,6.197,6.197,7.604,1,0,5.242,5.242,8.577,1,0,7.654,7.654,9.288,1,0,4.566,4.566,5.869,1,0,3.869,3.869,5.098,1,1,5.354,5.354,8.461,1,1,3.94,3.94,5.391,1,0,3.838,5.046,6.326,2,0,7.723,7.723,9.403,1,0,3.836,3.836,5.617,1,1,5.094,5.094,7.301,1,1,9.087,9.087,10.967,1,1,4.996,5.438,6.759,2,1,5.173,5.173,6.506,1,1,3.642,3.642,4.842,1,0,6.586,7.758,8.85,2,1,7.61,7.61,8.927,1,0,6.31,7.066,8.302,2,0,12.312,13.151,14.356,2,0,6.658,6.658,8.206,1,0,4.883,4.883,6.903,1,0,4.227,4.227,5.851,1,0,5.73,5.73,10.313,1,0,12.496,12.496,13.969,1,1,4.394,4.394,6.52,1,"I thought that the incident that was less likely to occur would be more upsetting, so I selected the incident that I thought was less likely to occur.",No,2,25,1,ee4950754596c76f,3L4D84MIL0GGRHJF68KL4IQM4ANJH9,3NRZ1LDP7WUWHTODH5QBC1KI7Z3ZPV
76,3/29/18 9:13,3/29/18 9:20,0,c519c74576988280,100,409,1,3/29/18 9:20,R_1Rl26Lzu6FAaZ0t,,,,,61.19,-149.89,anonymous,EN,1,0,0,6.515,0,5.194,5.194,12.201,1,0,2.467,2.467,4.126,1,0,5.573,5.573,6.251,1,0,3.766,3.766,4.517,1,0,10.092,10.092,11.008,1,0,12.373,13.248,13.843,2,0,2.162,2.162,3.636,1,0,5.675,5.675,6.756,1,0,5.318,5.318,8.8,1,0,2.862,2.862,3.707,1,0,3.507,9.279,10.368,2,0,7.338,7.338,7.982,1,0,7.434,7.434,8.419,1,1,7.367,7.367,8.094,1,1,9.369,10.095,10.41,2,1,3.439,3.439,5.895,1,1,6.305,6.305,7.156,1,1,15.647,15.647,16.442,1,1,4.289,4.289,5.312,1,0,9.29,9.29,9.939,1,1,6.512,10.415,11.662,3,1,8.08,8.08,8.879,1,1,4.615,5.52,5.8,2,0,3.715,3.715,4.483,1,0,6.169,6.169,6.847,1,1,4.536,5.19,5.505,2,0,2.378,2.378,4.258,1,1,3.537,3.537,4.206,1,"For certain questions I chose the way I did partly because I knew more about one location than the other. On other questions, I answered the way I did because it felt more upsetting as it feels as the society makes a point in demonstrating which locations might have certain events be more prominent such as robbery in Detroit as compared to Colorado.",I found this to be a rather interesting study.,1,23,1,bff81990d5083c91,3O6CYIULEEP72NPYD6AZCN9K0EXWUH,3YLTXLH3DFUAQ8OJBJK4CUGDB9MPHV
77,3/29/18 9:15,3/29/18 9:20,0,d070861d7f7d9af4,100,306,1,3/29/18 9:20,R_3Jy1RcI5mPohzGs,,,,,34.15,-84.14,anonymous,EN,1,0,0,3.999,0,0,0,6.761,0,0,2.887,2.892,4.004,2,0,3.762,5.016,5.055,4,0,10.679,10.685,11.853,2,0,4.403,4.408,5.254,2,1,10.573,11.458,14.281,3,0,4.127,5.057,5.097,3,1,1.858,1.865,2.839,2,0,3.022,3.805,3.828,3,0,7.395,7.402,8.433,2,0,4.803,4.809,5.768,2,0,3.26,3.265,4.133,2,0,5.006,5.015,7.254,2,1,9.801,9.809,10.672,2,1,12.57,12.575,13.992,2,1,2.327,3.17,3.197,3,1,5.061,5.066,5.765,2,1,2.362,2.369,3.151,2,1,7.662,7.668,8.47,2,1,14.479,16.793,16.831,3,1,7.494,8.29,9.716,3,1,4.249,5.02,5.048,3,1,9.136,9.14,9.9,2,0,3.234,3.239,4.833,2,0,4.178,4.182,5.349,2,1,5.24,7.894,7.933,3,0,5.437,5.445,6.558,2,1,2.302,2.307,3.202,2,I tried to answer to pick the one where the greatest violence occurred or that the incident was more of a shock ,Some were exactly the same and there was really no right way to answer it ,2,51,1,86bce883202ecc7f,339ANSOTR6QBYW0HUB2I59REJC2KI2,3XQ4XW3OD903OA1TKFLRKVFM9ABS2W
78,3/29/18 9:17,3/29/18 9:20,0,163bdff43ba8c71d,100,177,1,3/29/18 9:20,R_CkVPBg0i0Bk2Jl7,,,,,37.63,-77.54,anonymous,EN,1,0,0,3.805,0,5.723,5.723,5.852,1,1,5.638,5.652,6.69,2,0,2.423,2.434,3.213,2,0,6.127,6.14,6.701,2,0,3.455,3.461,3.947,2,0,4.118,4.92,5.456,4,0,1.911,1.919,2.349,2,0,2.225,2.238,2.628,2,0,2.684,2.7,3.178,2,0,2.195,2.758,2.792,3,0,3.9,3.906,4.842,2,0,1.091,4.441,5.068,3,0,3.379,3.88,3.916,3,1,2.773,3.237,3.286,3,1,4.861,4.873,5.552,2,1,3.81,3.824,4.379,2,1,2.06,2.657,2.694,3,1,2.844,3.397,3.532,3,0,1.804,1.817,2.238,2,0,4.077,4.5,4.953,4,0,2.553,2.566,2.998,2,1,2.787,3.956,4.436,4,1,2.194,2.208,2.698,2,0,1.523,1.528,2.021,2,0,1.93,1.944,2.46,2,1,8.198,8.789,9.381,4,0,8.542,8.556,9.097,2,1,2.408,2.423,3.236,2,if it seemed less likely to happen or if there was a bigger injury/fatality than the other,,2,29,1,4dbf7c9ee6cc3b90,30JNVC0ORA8XD4NS1Y4U1J28I5FHQY,3PIOQ99R7YAFS9IQV3EBRK0852NUN5
79,3/29/18 9:13,3/29/18 9:20,0,e71dbc2d53cde601,100,446,1,3/29/18 9:20,R_2TCbOZYUOWEuVSw,,,,,37.52,-77.5,anonymous,EN,1,0,0,4.508,0,0,0,7.238,0,0,4.227,4.227,5.452,1,1,6.219,6.219,7.707,1,0,5.602,5.602,6.766,1,0,11.376,11.376,15.551,1,0,9.852,9.852,10.975,1,0,5.51,5.51,6.659,1,1,12.511,12.511,13.866,1,0,6.142,6.142,7.482,1,1,3.611,3.611,5.048,1,0,12.552,12.552,13.344,1,0,7.078,7.078,8.322,1,0,4.863,4.863,9.947,1,1,6.696,6.696,8.975,1,1,7.422,7.422,10.452,1,1,8.612,8.612,11.179,1,1,9.534,9.534,10.822,1,1,3.766,3.766,4.792,1,1,10.243,10.243,12.885,1,0,11.45,11.45,13.149,1,0,16.308,16.308,17.21,1,0,9.665,9.665,10.605,1,0,6.468,6.468,9.287,1,0,3.95,3.95,5.096,1,0,4.742,4.742,7.421,1,0,27.243,27.243,28.285,1,0,5.429,5.429,8.269,1,1,5.862,5.862,7.452,1,"I chose the most upsetting event based on details. For example, if something happened at an unusual location then I chose that event as the most upsetting. ",none,2,48,1,5277a455ea449ee3,3SNLUL3WO5BRRTDZ9S3X3CS427TLUD,3GL25Y6843I1RVRLO7AYYCACUUUMXP
80,3/29/18 9:17,3/29/18 9:20,0,3146424c8a2ee800,100,225,1,3/29/18 9:20,R_1kSsucMK5Gmg68O,,,,,26.11,-80.42,anonymous,EN,1,0,0,4.579,0,5.804,5.804,6.286,1,0,0.23,0.23,0.714,1,1,1.128,1.128,2.885,1,0,0.398,0.398,1.345,1,0,5.524,5.524,6.359,1,0,2.915,2.915,3.699,1,0,0.093,0.093,0.788,1,1,4.22,5.104,5.735,2,0,0.26,1.027,1.331,2,1,19.795,19.795,20.411,1,0,5.714,6.902,7.698,2,1,3.669,4.497,4.746,2,1,11.483,11.483,12.224,1,0,0.962,0.962,3.249,1,1,0.408,0.408,1.084,1,0,9.599,9.599,10.332,1,1,0.234,0.234,0.95,1,1,0.189,0.189,0.775,1,0,0.216,0.841,1.161,2,1,4.44,5.082,5.659,2,1,5.899,5.899,6.75,1,1,2.905,2.905,4.123,1,0,0.276,0.276,0.898,1,0,0.387,0.387,1.066,1,1,0.34,0.34,1.067,1,0,0.391,0.391,0.959,1,1,0.378,0.378,1.111,1,1,0.733,0.733,1.531,1,all the choices were terrible to be honest.,no,1,25,1,f0281a482694772f,3WSELTNVR4QVVX76CWOXP2QRPHOTAD,3DFYDSXB2WOJ9JR5G5MJYDJRWIIUJ1
