,StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2_1,Q18_First.Click,Q18_Last.Click,Q18_Page.Submit,Q18_Click.Count,Q17_First.Click,Q17_Last.Click,Q17_Page.Submit,Q17_Click.Count,Tornado_trial,Tornado_trial_t_First.Click,Tornado_trial_t_Last.Click,Tornado_trial_t_Page.Submit,Tornado_trial_t_Click.Count,Marine_trial,Marine_trial_t_First.Click,Marine_trial_t_Last.Click,Marine_trial_t_Page.Submit,Marine_trial_t_Click.Count,Mugging_trial,Mugging_trial_t_First.Click,Mugging_trial_t_Last.Click,Mugging_trial_t_Page.Submit,Mugging_trial_t_Click.Count,Crushed_trial,Crushed_trial_t_First.Click,Crushed_trial_t_Last.Click,Crushed_trial_t_Page.Submit,Crushed_trial_t_Click.Count,Dysentery_trial,Dysentery_trial_t_First.Click,Dysentery_trial_t_Last.Click,Dysentery_trial_t_Page.Submit,Dysentery_trial_t_Click.Count,Cancer_trial,Cancer_trial_t_First.Click,Cancer_trial_t_Last.Click,Cancer_trial_t_Page.Submit,Cancer_trial_t_Click.Count,Drunk_trial,Drunk_trial_t_First.Click,Drunk_trial_t_Last.Click,Drunk_trial_t_Page.Submit,Drunk_trial_t_Click.Count,Football_trial,Football_trial_t_First.Click,Football_trial_t_Last.Click,Football_trial_t_Page.Submit,Football_trial_t_Click.Count,Check1_trial,Check1_trial_t_First.Click,Check1_trial_t_Last.Click,Check1_trial_t_Page.Submit,Check1_trial_t_Click.Count,Heater_trial,Heater_trial_t_First.Click,Heater_trial_t_Last.Click,Heater_trial_t_Page.Submit,Heater_trial_t_Click.Count,flattire_trial,flattire_trial_t_First.Click,flattire_trial_t_Last.Click,flattire_trial_t_Page.Submit,flattire_trial_t_Click.Count,clerk_trial,clerk_trial_t_First.Click,clerk_trial_t_Last.Click,clerk_trial_t_Page.Submit,clerk_trial_t_Click.Count,corruption_trial,corruption_trial_t_First.Click,corruption_trial_t_Last.Click,corruption_trial_t_Page.Submit,corruption_trial_t_Click.Count,rape_trial,rape_trial_t_First.Click,rape_trial_t_Last.Click,rape_trial_t_Page.Submit,rape_trial_t_Click.Count,Earthquake_trial,Earthquake_trial_t_First.Click,Earthquake_trial_t_Last.Click,Earthquake_trial_t_Page.Submit,Earthquake_trial_t_Click.Count,Fastfood_trial,Fastfood_trial_t_First.Click,Fastfood_trial_t_Last.Click,Fastfood_trial_t_Page.Submit,Fastfood_trial_t_Click.Count,Police_trial,Police_trial_t_First.Click,Police_trial_t_Last.Click,Police_trial_t_Page.Submit,Police_trial_t_Click.Count,Check2_trial,Check2_trial_t_First.Click,Check2_trial_t_Last.Click,Check2_trial_t_Page.Submit,Check2_trial_t_Click.Count,Check3_trial,Check3_trial_t_First.Click,Check3_trial_t_Last.Click,Check3_trial_t_Page.Submit,Check3_trial_t_Click.Count,NoDiff1_trial,NoDiff1_trial_t_First.Click,NoDiff1_trial_t_Last.Click,NoDiff1_trial_t_Page.Submit,NoDiff1_trial_t_Click.Count,NoDiff2_trial,NoDiff2_trial_t_First.Click,NoDiff2_trial_t_Last.Click,NoDiff2_trial_t_Page.Submit,NoDiff2_trial_t_Click.Count,NoDiff3_trial,NoDiff3_trial_t_First.Click,NoDiff3_trial_t_Last.Click,NoDiff3_trial_t_Page.Submit,NoDiff3_trial_t_Click.Count,NoDiff4_trial,NoDiff4_trial_t_First.Click,NoDiff4_trial_t_Last.Click,NoDiff4_trial_t_Page.Submit,NoDiff4_trial_t_Click.Count,NoDiff5_trial,NoDiff5_trial_t_First.Click,NoDiff5_trial_t_Last.Click,NoDiff5_trial_t_Page.Submit,NoDiff5_trial_t_Click.Count,BigDiff1_trial,BigDiff1_trial_t_First.Click,BigDiff1_trial_t_Last.Click,BigDiff1_trial_t_Page.Submit,BigDiff1_trial_t_Click.Count,BigDiff2_trial,BigDiff2_trial_t_First.Click,BigDiff2_trial_t_Last.Click,BigDiff2_trial_t_Page.Submit,BigDiff2_trial_t_Click.Count,BigDiff3_trial,BigDiff3_trial_t_First.Click,BigDiff3_trial_t_Last.Click,BigDiff3_trial_t_Page.Submit,BigDiff3_trial_t_Click.Count,BigDiff4_trial,BigDiff4_trial_t_First.Click,BigDiff4_trial_t_Last.Click,BigDiff4_trial_t_Page.Submit,BigDiff4_trial_t_Click.Count,BigDiff5_trial,BigDiff5_trial_t_First.Click,BigDiff5_trial_t_Last.Click,BigDiff5_trial_t_Page.Submit,BigDiff5_trial_t_Click.Count,explain_choices,comments,sex,age,attn,workerId,assignmentId,hitId
71,4/20/18 12:03,4/20/18 12:10,0,69c690444a8eb00c,100,430,1,4/20/18 12:10,R_3s6SF3Mnw5Pho14,,,,,43.04,-78.76,anonymous,EN,1,0,0,4.354,0,0,0,6.473,0,0,3.864,3.864,5.424,1,-1,10.065,10.065,12.066,1,0,2.786,2.786,4.265,1,0,34.96,34.96,37.016,1,-1,7.053,7.053,8.575,1,0,4.262,4.262,5.618,1,0,6.072,6.072,7.834,1,0,40.861,40.861,42.125,1,-1,5.981,5.981,7.382,1,0,12.045,12.045,13.493,1,0,9.086,9.086,10.602,1,0,4.212,4.212,5.775,1,0,7.695,7.695,9.239,1,0,3.381,3.381,4.883,1,0,3.014,3.014,4.457,1,1,7.97,7.97,9.864,1,0,7.717,7.717,11.629,1,-2,30.85,30.85,32.674,1,1,4.807,4.807,6.187,1,0,3.121,3.121,4.887,1,0,4.806,4.806,6.183,1,0,3.423,3.423,4.904,1,0,3.525,3.525,5.148,1,0,14.742,14.742,16.375,1,-2,5.084,5.084,6.329,1,-1,6.836,6.836,8.661,1,1,10.493,10.493,12.109,1,-2,5.024,8.04,9.75,2,0,5.151,5.151,6.489,1,"When the injury was the same, the reaction was the same.",,2,42,1,ea073e71a42fe085,3DPNQGW4LM3ARAGD7I6D1PCDFXV46E,3PN6H8C9R4EMRODF04JHVECKLC4AD1
72,4/20/18 12:08,4/20/18 12:10,0,2b67d4fe7e4df18c,100,147,1,4/20/18 12:10,R_1gLXYNpg8yf2j3O,,,,,33.84,-117.2,anonymous,EN,1,0,0,3.696,0,0,0,5.632,0,0,0.507,0.847,0.891,3,0,0.693,1.414,1.774,3,0,0.631,0.952,0.991,3,1,0.533,0.546,1.598,2,1,0.688,0.924,0.946,3,0,0.527,0.54,0.838,2,1,0.591,0.899,0.935,3,0,0.637,1.326,1.733,3,-1,6.007,6.012,7.251,2,0,0.532,0.543,0.909,2,0,0.628,1.077,1.544,3,1,0.543,0.555,0.897,2,-1,1.146,1.432,1.755,3,0,1.202,1.633,1.941,3,1,0.529,0.538,0.991,2,0,0.836,1.256,1.658,3,0,2.307,4.781,5.459,8,-2,2.596,5.21,5.237,5,1,5.853,7.578,8.844,6,1,0.758,0.763,1.059,2,1,0.778,1.402,1.79,3,0,0.956,1.839,1.864,3,1,0.739,1.11,1.146,3,0,0.991,1.243,1.651,3,0,0.874,0.88,1.228,2,1,0.462,0.468,0.703,2,1,0.687,1.383,1.753,3,0,0.864,1.15,1.19,3,0,0.575,0.582,0.932,2,Not sure,,2,25,1,8727c6bfcb9f7f78,3W8CV64QJ3NRL566KWT8FOCJA3P9HG,3KLL7H3EGDPNVSLFXVT3IM5VYEXVHV
73,4/20/18 12:02,4/20/18 12:10,0,0619a4ac25d688c1,100,476,1,4/20/18 12:10,R_Wvc2feH9JOJUryF,,,,,42.89,-78.88,anonymous,EN,1,0,0,10.613,0,0,0,12.668,0,2,0.884,0.884,2.59,1,2,35.137,35.198,36.959,2,2,24.34,24.34,26.134,1,1,1.273,1.273,4.577,1,1,7.564,7.661,9.242,2,1,1.21,1.332,2.961,2,2,1.11,3.032,3.146,2,2,2.753,4.748,4.757,3,2,3.237,9.105,9.122,2,2,0.81,0.81,2.509,1,2,2.202,4.213,4.213,2,2,8.647,8.647,10.602,1,-1,8.891,8.922,10.787,2,1,2.378,2.439,4.18,3,2,1.575,3.342,3.466,3,2,5.96,6.002,7.807,2,1,1.261,1.261,2.825,1,1,2.63,2.63,4.091,1,1,1.555,1.569,3.405,2,2,2.361,2.361,4.059,1,1,5.866,7.529,7.644,2,1,1.591,1.591,2.851,1,2,153.617,156.132,156.275,4,1,5.003,5.128,6.854,2,2,1.01,2.569,2.702,3,1,3.216,3.216,6.282,1,1,2.412,2.519,4.541,2,2,3.125,3.125,5.145,1,-2,1.777,1.777,3.506,1,very nice,good,1,30,1,e6e3057dd14fb5c3,3NVC2EB65RNRSY7FDNWMAB4007RY3M,3BAWBGQGYLNQ23F3KM7RR9G1KB27V6
74,4/20/18 12:03,4/20/18 12:10,0,7a084012844796da,100,450,1,4/20/18 12:10,R_2dYcjirJJnKeKTr,,,,,35.47,-97.52,anonymous,EN,1,0,0,4.632,0,0,0,8.191,0,0,2.689,2.689,3.882,1,-1,4.23,5.17,6.387,2,-1,5.609,5.609,6.47,1,0,2.652,2.652,4.127,1,-2,5.773,5.773,6.969,1,1,5.045,7.223,8.521,2,0,4.354,4.354,5.486,1,-1,7.568,11.267,12.282,2,-2,12.59,12.59,14.616,1,0,6.551,6.551,7.967,1,0,12.154,12.154,13.281,1,1,3.98,3.98,4.848,1,1,2.333,5.148,6.35,3,0,3.156,3.156,4.492,1,0,4.096,4.096,5.071,1,0,5.446,5.446,6.761,1,0,9.058,9.058,10.794,1,-1,3.068,9.403,13.759,2,2,6.777,6.777,10.342,1,0,2.545,2.545,3.496,1,0,3.594,3.594,5.364,1,0,4.317,4.317,5.499,1,0,2.648,2.648,3.64,1,0,3.095,3.095,4.973,1,-2,6.936,6.936,8.085,1,0,2.264,2.264,4.554,1,1,7.139,7.139,8.78,1,0,4.797,4.797,5.566,1,-1,9.691,9.691,10.589,1,Making the choice of two awful events is making the determination if one is worse than the other. A social and personal bias. ,None,2,44,1,ebcbf474c91fb54c,3GM6G9ZBKOLWXYGV9ZE2YTLRLWQMT1,39O0SQZVJNVY9WYMB22HQCRYZ5P7RD
75,4/20/18 12:04,4/20/18 12:10,0,265567c7888a9dec,100,385,1,4/20/18 12:10,R_1o7nSJXL2R35Qsq,,,,,45.04,-93.49,anonymous,EN,1,0,0,3.996,0,5.424,5.682,6.027,2,0,3.871,4.177,5.061,2,1,8.545,9.496,9.728,2,0,2.958,3.648,3.944,2,-1,4.53,5.293,5.575,2,-2,4.037,4.037,5.079,1,1,3.408,3.408,4.763,1,-1,4.293,4.293,5.194,1,0,11.299,11.299,12.098,1,-1,5.689,5.689,7.528,1,1,6.348,6.348,9.604,1,2,6.001,6.001,6.834,1,1,3.76,3.76,4.694,1,-1,14.085,14.085,14.784,1,1,7.955,7.955,8.985,1,0,3.537,3.537,4.363,1,1,4.862,4.862,5.905,1,-2,7.798,7.798,8.594,1,-2,3.145,3.145,4.56,1,1,2.347,2.347,9.426,1,0,2.09,3.021,3.287,2,0,3.766,3.766,4.546,1,0,4.394,4.394,5.326,1,0,4.671,4.671,5.526,1,1,5.155,11.502,23.277,2,-2,4.456,4.456,5.547,1,-2,4.236,4.236,5.011,1,1,6.734,6.734,7.841,1,-2,7.139,7.139,8.464,1,-1,5.092,5.092,6.064,1,"I think upsetting also has to do with surprising. If an event seems to be a freak occurrence or something more out of the ordinary, it can seem more upsetting. Things that aren't expected can be more threatening and therefore, more upsetting. ",No further comments,1,26,1,a41812dfc1e82d45,3JW0YLFXRU4KURE386P0UBUHNSMWWS,3P458N04Q15BKRNSEPREJ3WEP6O2XO
76,4/20/18 12:02,4/20/18 12:10,0,b2eaf22a9b5825fb,100,505,1,4/20/18 12:10,R_3L0wyvwfUf3ny2v,,,,,44.96,-93.17,anonymous,EN,1,2.714,2.714,4.378,1,2.671,2.671,8.341,1,-1,3.64,3.64,5.054,1,-1,1.821,11.907,14.226,2,0,3.649,3.649,7.408,1,0,5.881,5.881,7.65,1,0,3.131,5.981,8.101,2,1,4.113,7.263,8.603,3,-1,3.689,3.689,6.009,1,0,11.541,14.754,16.218,2,-1,4.931,4.931,8.213,1,-1,10.34,10.918,13.672,2,2,6.913,10.126,11.438,3,0,3.416,10.25,14.44,2,1,4.971,8.082,11.263,2,0,4.013,4.013,5.569,1,0,4.856,4.856,6.939,1,1,6.399,6.399,8.395,1,1,12.431,12.431,14.089,1,-2,1.519,9.323,11.403,2,1,4.101,4.101,5.501,1,1,6.526,6.526,8.9,1,0,4.67,5.668,7.548,2,0,3.031,4.897,8.114,2,0,6.282,6.282,7.657,1,1,5.637,5.637,8.208,1,-2,5.171,7.94,9.139,3,1,9.023,9.023,11.477,1,2,4.601,5.852,8.168,2,-1,7.35,7.35,9.417,1,2,2.243,5.592,12.779,2,"Generally  if I selected one as more upsetting, it was because that seemed more out of the ordinary.",no,1,30,1,cbe8ef2938da09e7,31JLPPHS2VIFYK3D70NO8K6YMXT3OH,3PN6H8C9R4EMRODF04JHVECKLC4AD1
77,4/20/18 12:05,4/20/18 12:10,0,8ae99cbd13c93101,100,320,1,4/20/18 12:10,R_3fTwEVMD2GnsovG,,,,,46.6,-120.53,anonymous,EN,1,0,0,4.045,0,0,0,6.033,0,0,8.925,8.925,9.98,1,0,6.826,6.826,7.764,1,0,3.293,3.293,4.304,1,0,5.957,5.957,7.301,1,0,5.106,5.106,6.005,1,0,5.24,5.24,6.12,1,0,3.654,3.654,4.531,1,0,9.594,9.594,10.425,1,-1,5.124,5.124,5.967,1,0,12.155,12.155,13.207,1,0,6.613,6.613,11.913,1,0,2.811,2.811,3.525,1,0,9.592,9.592,10.606,1,0,3.905,3.905,4.883,1,0,3.953,3.953,4.834,1,0,3.942,3.942,4.804,1,1,16.074,18.469,19.55,2,-2,11.143,11.143,12.312,1,1,6.753,6.753,7.725,1,0,3.026,3.026,3.785,1,0,7.441,8.257,8.779,2,0,8.171,8.171,9.244,1,0,4.413,4.413,5.709,1,0,5.255,5.255,6.32,1,-2,4.183,4.183,5.01,1,-2,7.175,7.897,9.063,2,2,14.139,14.139,15.78,1,0,6.043,6.043,6.91,1,0,3.489,3.489,4.458,1,made judgments as i was asked. ,none,1,32,1,03a16422624e224b,3UXUOQ9OKFL8XZAZZTLWK6Y92IB7AR,3XDSWAMB22G49CEIP4LS18974UDQCN
78,4/20/18 12:03,4/20/18 12:10,0,7c6bdbeb5cc4a6f5,100,414,1,4/20/18 12:10,R_12aLv0zPRrIWVHg,,,,,26.18,-80.22,anonymous,EN,1,0,0,4.185,0,0,0,7.353,0,0,3.67,4.688,5.646,2,0,8.574,9.601,10.443,2,0,2.52,3.417,4.526,2,0,3.233,4.344,5.996,2,-1,3.553,8.045,9.029,4,0,3.417,4.711,6.641,2,0,3.981,5.277,6.619,2,0,3.773,4.885,6.084,2,-1,4.948,6.123,7.288,2,0,8.182,9.063,10.11,2,0,7.894,10.628,11.938,3,0,3.61,4.474,5.857,2,1,7.485,11.736,12.501,4,0,3.777,4.785,5.952,2,0,3.695,4.51,5.485,2,0,5.013,5.981,7.144,2,-1,15.281,24.225,25.477,3,-2,6.22,7.494,8.275,2,1,12.412,14.654,16.161,2,0,1.834,2.539,3.638,2,0,8.012,11.42,12.589,3,0,6.461,7.428,8.896,2,0,2.789,3.906,4.749,2,0,3.795,7.156,8.184,4,0,19.582,21.254,22.158,2,-2,5.934,6.875,7.841,2,1,10.071,12.307,13.678,2,-2,3.613,5.53,6.635,2,0,3.69,4.503,5.317,2,"On almost all questions, it did not matter if it was in one state or another, a killing or injury is the same, terrible. A rape does not matter where it is from. They are all the same outcome, bad.",no,2,55,1,19d91e7135ade38a,3E7TUJ2EGDAA9P14Y0AIO3XLIBW9D7,3N2YPY1GI6MBBIUD7ULXXJ8I6Y5VEF
79,4/20/18 12:06,4/20/18 12:10,0,27ce0eadd70335cb,100,273,1,4/20/18 12:10,R_rjvG2NgP1ETwILv,,,,,25.98,-80.28,anonymous,EN,1,0,0,3.944,0,0,0,6.794,0,0,0.807,0.807,2.666,1,0,2.921,4.301,5.524,2,0,0.97,0.97,2.613,1,0,2.311,2.311,3.136,1,0,0.479,0.479,1.856,1,0,1.333,1.333,4.555,1,0,0.594,0.594,1.93,1,0,2.916,6.208,7.208,2,-1,3.932,3.932,7.34,1,1,1.048,3.833,5.549,3,1,0.578,10.878,13.803,3,0,0.972,0.972,1.961,1,0,5.342,6.806,7.131,3,0,2.29,2.29,3.149,1,0,1.864,1.864,2.698,1,1,5.32,6.337,10.704,2,-1,3.305,6.389,7.593,3,-2,4.521,7.988,9.893,3,1,2.592,2.592,7.113,1,0,0.835,0.835,2.063,1,0,0.893,0.893,3.356,1,0,1.331,1.331,4.09,1,0,2.069,2.069,3.327,1,0,3.925,3.925,6.436,1,-2,3.322,3.322,4.316,1,-2,1.473,3.778,5.454,2,1,2.589,2.589,3.889,1,-2,3.018,3.018,4.161,1,2,4.665,8.7,9.645,3,I answered the way I did based on how upsetting the information seem compared to each other and if they were were similar or was more extreme than the other,,2,23,1,ec10cfa2b7ae4ce9,39GAF6DQWSOEE1YVL8VJFJL9K6BV1I,3TUOHPJXYHLXW7LZS9GL7AC3TDIXW0
80,4/20/18 12:00,4/20/18 12:10,0,6da0ff2d0cbdccc2,100,600,1,4/20/18 12:10,R_22Xg7yj10fLDdWm,,,,,44.9,-122.92,anonymous,EN,1,0,0,7.814,0,2.234,24.664,26.256,7,0,5.95,5.95,7.493,1,0,4.93,6.232,7.475,2,0,2.51,2.51,3.797,1,0,3.207,3.207,4.263,1,0,5.893,5.893,7.146,1,0,4.264,4.264,5.696,1,0,2.814,2.814,4.191,1,0,3.612,3.612,7.61,1,-1,8.072,8.072,9.985,1,0,0.778,17.246,18.865,7,0,1.003,15.546,16.453,2,0,3.011,3.011,4.167,1,0,5.584,5.584,7.436,1,0,4.028,5.779,6.143,2,0,10.73,10.73,11.861,1,0,86.28,116.541,117.596,4,0,7.267,7.267,8.151,1,-2,4.959,4.959,9.099,1,1,6.46,6.46,8.131,1,0,2.378,2.378,3.461,1,0,6.409,20.302,20.723,4,0,4.609,4.609,5.982,1,0,7.013,7.013,8.69,1,0,4.758,4.758,6.091,1,-2,7.594,7.594,9.164,1,-2,1.095,17.365,19.332,4,2,8.746,10.601,13.513,2,-2,1.349,17.917,20.204,3,2,4.329,4.329,8.192,1,"I wanted to be honest in my selection of answers and the best choices I selected for my relation to that trait, being honest in my responses was key for me.","This was very interesting, thank you.",1,39,1,1f9773e402d6bfd9,36PW28KO40KT6EP9M1Z2QGQQO5EEAJ,3MGHRFQY2LDTOMAO4Y92JTA8UEXY05
81,4/20/18 12:01,4/20/18 12:11,0,5af7c26aef52b306,100,571,1,4/20/18 12:11,R_2Cvu45KLpwrmzpr,,,,,40.04,-86.9,anonymous,EN,1,0,0,4.889,0,0,0,10.007,0,0,4.552,5.525,6.932,2,-1,11.408,12.533,13.538,2,-1,6.064,7.582,8.616,3,0,5.158,6.226,7.367,2,-1,7.464,8.715,9.674,2,0,11.278,12.489,13.624,2,0,5.429,6.342,7.33,2,-1,10.956,12.171,13.229,2,-1,6.418,7.593,8.66,2,-1,11.966,13.01,14.569,2,1,10.402,11.412,12.457,2,1,5.066,6.252,7.325,2,0,9.906,10.874,12.287,2,1,6.048,8.3,9.803,2,1,8.306,19.675,22.34,4,0,12.673,14,15.105,2,1,15.712,17.232,18.434,2,-2,5.767,8.258,9.315,3,1,10.712,16.038,17.533,2,0,3.799,4.84,6.109,2,0,9.063,13.369,14.942,4,0,13.254,22.508,23.238,5,0,4.372,5.811,7.426,2,0,8.262,9.595,10.801,2,-2,10.246,11.54,12.51,2,-2,9.032,10.424,11.925,2,1,13.453,15.811,17.278,3,-2,5.214,6.466,7.507,2,2,6.728,8.598,9.642,2,"Some things were the same, but unexpected.  A lot of high school student get concussions playing football, but very few get them playing basketball.  I don't let my son play football for that reason.  Although they are the same injury, the basketball injury is a little more sad because it's unexpected.",no,2,40,1,9a80ec6756d69e36,3570Y55XZQ7SMAJ38236T5T94CWYGU,34ZTTGSNJXCVQKPYBWZTCZ6NHMIQHW
82,4/20/18 12:02,4/20/18 12:11,0,668147c9dcb72bbf,100,517,1,4/20/18 12:11,R_2TRchyB6Z7hxyUC,,,,,35.23,-80.84,anonymous,EN,1,0,0,4.64,0,0,0,7.536,0,0,4.029,4.479,5.331,3,0,9.604,13.302,14.554,5,0,3.608,4.29,4.989,3,0,9.363,12.771,13.266,4,-1,8.376,9.256,10.487,3,0,4.378,4.746,6.053,3,0,4.825,5.271,6.865,3,0,6.728,7.237,8.561,3,-1,7.99,8.748,10.581,3,0,8.92,9.407,11.426,3,0,10.337,12.745,13.546,4,0,4.139,4.648,5.586,3,0,12.227,15.033,15.74,4,0,4.41,4.809,5.952,3,0,4.848,5.156,6.563,3,1,10.643,12.412,13.717,3,0,14.109,15.108,18.37,3,-2,7.676,8.422,9.877,3,1,6.125,7.533,8.614,3,0,5.833,6.491,7.276,3,0,6.021,6.532,7.945,3,0,6.197,6.853,7.86,3,0,7.334,9.548,11.777,4,0,6.483,7.05,8.653,3,-2,7.802,8.373,10.279,3,-2,10.631,12.167,13.738,3,2,9.602,12.143,13.531,6,-1,6.083,6.733,9.093,3,2,5.252,7.632,8.827,3,"Some of the questions with the same event,  just at different place are the same in my mind,  as far as how upsetting they are.  ",No.,2,48,1,e180b5aae5de75fb,31QTRG6Q2U1YZNC2BLTTNE7153JYPY,302U8RURJZPF5O7Q0TOGN62RKQ6VN4
83,4/20/18 12:05,4/20/18 12:11,0,cf62808f7303fb5e,100,356,1,4/20/18 12:11,R_2uODQgTSIWGlYnG,,,,,35.77,-78.64,anonymous,EN,1,0,0,4.253,0,0,0,8.853,0,0,3.879,3.879,4.692,1,-1,7.117,7.117,10.203,1,0,5.019,5.019,5.982,1,-1,4.282,7.669,8.405,2,-1,9.009,9.009,12.332,1,1,5.336,5.336,7.396,1,-1,6.277,6.277,7.209,1,-1,7.812,7.812,8.599,1,-1,6.052,6.052,7.11,1,1,9.087,9.087,10.068,1,2,9.625,13.242,14.214,2,1,6.126,6.126,6.913,1,2,7.541,7.541,9.125,1,2,4.102,4.102,5.065,1,1,6.387,6.387,7.579,1,1,6.248,6.248,8.607,1,1,8.81,8.81,9.636,1,-2,8.379,8.379,9.295,1,1,6.332,6.332,7.522,1,0,3.383,3.383,4.907,1,0,6.072,6.072,6.959,1,0,9.411,9.411,10.319,1,0,6.283,6.283,11.239,1,0,9.133,9.133,9.96,1,-2,6.418,6.418,7.439,1,1,8.432,8.432,9.264,1,1,9.586,10.259,11.199,2,-2,4.991,4.991,5.765,1,0,5.13,5.13,6.126,1,i based my answers on the circumstances or locations.  An earthquake in oklahoma is a lot less likely than in CA.  So Oklahoma is a little more upsetting...,no,1,46,1,19ebb977a5595629,3ZSY5X72NYZ7HMOFIQOKQI9ESB8RO8,3ZC62PVYDHYCL7QP2EC79TQA2FOXXT
84,4/20/18 12:04,4/20/18 12:11,0,e017d8e17b4dc842,100,393,1,4/20/18 12:11,R_1hRaocpSz3lMFXJ,,,,,38.24,-85.72,anonymous,EN,1,0,0,4.717,0,0,0,6.926,0,0,4.316,4.316,5.216,1,-1,14.017,14.947,15.68,2,0,2.338,2.338,4.082,1,0,4.147,4.147,6.287,1,-1,13.17,13.17,14.288,1,0,10.415,10.415,12.684,1,0,5.811,5.811,7.305,1,0,7.314,7.314,9.312,1,-1,11.851,11.851,13.405,1,1,9.916,12.187,12.879,2,0,14.377,14.377,15.219,1,0,3.59,3.59,4.584,1,1,9.422,9.422,11.118,1,1,7.375,7.375,8.297,1,1,6.855,6.855,7.735,1,1,7.346,11.257,12.363,2,0,7.79,7.79,9.327,1,-2,8.372,8.372,9.299,1,1,6.744,6.744,8.013,1,0,3.02,3.02,3.812,1,0,7.837,7.837,8.825,1,0,5.499,5.499,6.634,1,0,3.521,3.521,4.925,1,0,5.633,5.633,6.522,1,-2,3.991,3.991,5.102,1,-2,7.282,8.85,9.816,2,1,8.304,8.304,10.511,1,-2,9.936,9.936,11.347,1,2,5.888,5.888,7.319,1,I chose my answers based on expectations in those situations. ,no,2,25,1,584d8840fcd14c6a,324G5B4FB4WCWMCH7RO3V0MWTWZ700,3TUOHPJXYHLXW7LZS9GL7AC3TDIXW0
85,4/20/18 12:01,4/20/18 12:11,0,643041102f4d7e8d,100,587,1,4/20/18 12:11,R_1Nypu9LnnkmAfti,,,,,40.38,-82.5,anonymous,EN,1,0,0,5.458,0,0,0,22.725,0,0,7.962,7.98,8.709,2,0,18.118,23.858,28.235,3,0,4.345,4.361,5.162,2,0,5.657,5.673,6.552,2,0,8.599,8.616,10.59,2,0,6.247,6.259,10.937,2,0,4.631,4.65,5.459,2,0,9.231,9.244,10.161,2,-1,7.85,7.871,9.128,2,0,8.17,8.184,9.029,2,0,7.88,7.894,10.171,2,0,4.946,4.966,5.741,2,0,12.251,12.268,13.063,2,0,143.975,146.162,146.944,3,0,4.112,4.126,4.776,2,0,7.304,7.317,8.519,2,0,17.486,18.128,18.185,3,-2,17.322,17.335,19.268,2,1,6.773,6.795,8.14,2,0,3.618,3.63,4.699,2,0,6.327,6.341,7.269,2,0,6.438,6.447,7.119,2,0,3.522,3.54,4.387,2,0,7.541,7.557,8.54,2,-2,3.576,3.591,4.378,2,-1,7.386,7.405,10.097,2,2,11.503,11.52,12.651,2,0,6.3,6.317,7.286,2,2,6.433,6.446,10.379,2,If the same thing pretty much happend on both events I put neither is more upsetting because the same thing happend pretty much. If the 2 events where different I see what one seems more tragic and put that as more upsetting ,Ty for letting me take ur survey ,2,24,1,4472d691eee5d29c,3PS7W85Z80QHQEX1KQAXT7F7LXJT99,31HLTCK4BLJ9VWQ4DPBLXMTUJEKVGW
86,4/20/18 12:03,4/20/18 12:11,0,f538f812da431837,100,459,1,4/20/18 12:11,R_1CkZ7bwZS31hrWv,,,,,33.18,-117.25,anonymous,EN,1,0,0,16.048,0,0,0,6.221,0,0,3.876,3.876,6.203,1,-2,10.309,11.292,11.76,2,0,1.987,1.987,3.684,1,0,3.23,3.863,4.9,2,-1,6.352,6.352,7.438,1,0,3.078,3.078,6.955,1,0,2.378,2.378,5.273,1,0,5.572,5.572,6.491,1,-1,11.384,17.021,24.657,2,2,11.783,11.783,18.741,1,1,15.28,15.28,16.539,1,0,3.962,3.962,5.111,1,0,5.143,5.649,6.772,2,2,5.637,8.825,11.18,3,0,2.142,2.142,3.894,1,2,5.001,6.098,7.615,3,2,12.166,14.097,15.878,2,-1,5.214,8.066,8.579,2,2,3.077,3.077,8.588,1,0,5.336,6.917,7.722,2,0,3.601,3.601,4.515,1,0,6.918,6.918,8.031,1,0,32.664,32.664,33.885,1,0,7.249,9.37,10.552,2,-2,2.608,4.562,5.233,2,-1,9.76,9.76,11.398,1,1,4.194,4.194,6.046,1,-2,3.896,3.896,15.314,1,1,3.82,3.82,6.982,1,I just answer based on the circumstances given on the examples,no,2,27,1,651b02eccb0065cf,3QRYMNZ7FZ52FG1VL0T2B8ARQM0NT2,35A1YQPVFE46TTHKXMTBE0CBL3B5IS
